id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns,lemm_nouns
1.3165020070170747e+18,2020-10-14 22:11:52+00:00,['1316502007017074688'],@meganprestonn ❤️❤️❤️ hope you’re well my g,,  hope you’re well my g, hope g ,hope
1.3164847347682875e+18,2020-10-14 21:03:14+00:00,['1316484734768287745'],@amy_sharpex Doesn’t sound promising!! You’re scaring me!! 🤣🤣🤣,, doesn’t sound promising you’re scaring me ,sound ,sound
1.3164844565517765e+18,2020-10-14 21:02:08+00:00,['1316484456551776257'],@amy_sharpex A sign not to do it maybe 🤣🤣 how are you getting on???,, a sign not to do it maybe  how are you getting on,sign ,sign
1.3164636793035407e+18,2020-10-14 19:39:34+00:00,['1316463679303540736'],The fact that I start my job on ICU four years to the day since we said goodbye to my nin who spent a long time in ICU says to me perhaps it is a sign,,the fact that i start my job on icu four years to the day since we said goodbye to my nin who spent a long time in icu says to me perhaps it is a sign,fact job years day goodbye nin time icu sign ,fact job year day goodbye nin time icu sign
1.3159571997394616e+18,2020-10-13 10:07:00+00:00,['1315957199739461633'],@CaidieFoster Something like professional development is extremely important to me so I am always on the lookout to further develop the skills and qualifications needed to excel in the position,, something like professional development is extremely important to me so i am always on the lookout to further develop the skills and qualifications needed to excel in the position,something development lookout skills qualifications position ,something development lookout skill qualification position
1.3146010162314322e+18,2020-10-09 16:18:01+00:00,['1314601016231432205'],@meganprestonn Omg!!! This is amazing news!!!! Congratulations you’ll be amazing,, omg this is amazing news congratulations you’ll be amazing,news congratulations ,news congratulation
1.3139418393392292e+18,2020-10-07 20:38:41+00:00,['1313941839339229186'],The indescribable pain I currently feel after finishing the tower of Nero makes me want to curl up and die what an incredible ending to my favourite series of books ever,,the indescribable pain i currently feel after finishing the tower of nero makes me want to curl up and die what an incredible ending to my favourite series of books ever,pain i tower nero series books ,pain tower nero series book
1.3135441243609498e+18,2020-10-06 18:18:18+00:00,['1313544124360949766'],Really really really don’t want to finish tower of Nero because I really don’t want to finish something I’ve been so invested in BUT I MUST KNOW WHAT HAPPENS TO APOLLO,,really really really don’t want to finish tower of nero because i really don’t want to finish something i’ve been so invested in but i must know what happens to apollo,tower nero i something ,tower nero something
1.313087347404288e+18,2020-10-05 12:03:14+00:00,['1313087347404288000'],I wish there was more gavin and Stacey did smithy say yes??? Please,,i wish there was more gavin and stacey did smithy say yes please,stacey please ,stacey please
1.3127045153475584e+18,2020-10-04 10:41:59+00:00,['1312704515347558400'],@laurenabi_ I don’t think I’ll ever be settled at work with all this covid stuff going on 🤣🤣 but yes cocktails pls lots and lots of cocktails there’s some good places in Manc,, i don’t think i’ll ever be settled at work with all this covid stuff going on  but yes cocktails pls lots and lots of cocktails there’s some good places in manc, i work covid stuff  cocktails lots lots cocktails places manc ,work covid stuff cocktail lot lot cocktail place manc
1.3126960652133007e+18,2020-10-04 10:08:25+00:00,['1312696065213300738'],@laurenabi_ Oh Sorry I totally got them mixed up when you told me 🤣🤣 I wish I knew Winsford enough to direct you to somewhere nice but I’ve only been a handful of times and not very recently😩 we’ll have to meet up sometime now I’m back in Manchester!!,, oh sorry i totally got them mixed up when you told me  i wish i knew winsford enough to direct you to somewhere nice but i’ve only been a handful of times and not very recently we’ll have to meet up sometime now i’m back in manchester,sorry  handful times manchester ,sorry handful time manchester
1.3126951873916027e+18,2020-10-04 10:04:56+00:00,['1312695187391602690'],"@laurenabi_ Go out!! Wythenshawe has great transport links with the city centre, if you’re close to the interchange you can get on any bus to the city they all head that way!! I know you drive but wouldn’t risk paying city centre parking 🤣",, go out wythenshawe has great transport links with the city centre if you’re close to the interchange you can get on any bus to the city they all head that way i know you drive but wouldn’t risk paying city centre parking ,wythenshawe links city centre interchange bus city way i risk city centre  ,wythenshawe link city centre interchange bus city way risk city centre
1.312493341934715e+18,2020-10-03 20:42:52+00:00,['1312493341934714885'],@Allen_Walker_95 Thanks Allen I have officially been put at ease thanks to your words,, thanks allen i have officially been put at ease thanks to your words,thanks i ease thanks words ,thanks ease thanks word
1.312473295812395e+18,2020-10-03 19:23:12+00:00,['1312473295812395008'],Wish people would stop telling me to be careful and stay safe in intensive care and start saying things like ‘it’s going to be a walk in the park! ‘Rainbows and sunshine!’ Instead of filling me with this sense of impending doom,,wish people would stop telling me to be careful and stay safe in intensive care and start saying things like its going to be a walk in the park rainbows and sunshine instead of filling me with this sense of impending doom,people care things walk park rainbows sense doom ,people care thing walk park rainbow sense doom
1.312101199953363e+18,2020-10-02 18:44:38+00:00,['1312101199953362944'],@Jess1DOM I actually did neuro ITU and originally was going to apply for that but after I did cardio theatres I fell in love!! I eventually want to specialise in transplant so it’s a good starting place!! A&amp;E will be so exciting for you especially if you loved it in placement,, i actually did neuro itu and originally was going to apply for that but after i did cardio theatres i fell in love i eventually want to specialise in transplant so it’s a good starting place aampe will be so exciting for you especially if you loved it in placement, i itu i theatres love i transplant starting place aampe placement ,itu theatre love transplant starting place aampe placement
1.312094478312837e+18,2020-10-02 18:17:55+00:00,['1312094478312837123'],"@Jess1DOM Eeee A&amp;E, very nice!! You’ll smash it!! I’m going to cardiothoracic intensive care 😬😬😬 hahaha",, eeee aampe very nice you’ll smash it i’m going to cardiothoracic intensive care  hahaha,eeee smash care  ,eeee smash care
1.312094163693904e+18,2020-10-02 18:16:40+00:00,['1312094163693903873'],@Jess1DOM Exactly!! We worked bloody hard for this!! Where will you be working now you’ve qualified? Xx,, exactly we worked bloody hard for this where will you be working now you’ve qualified xx,xx ,
1.3120791882292677e+18,2020-10-02 17:17:10+00:00,['1312079188229267457'],"@Jess1DOM Omg congratulations!!! I received my pin on Monday currently csnt process that it happened 🤣 we did it, in the middle of a pandemic!!! Huge huge huge well done from one nurse to another!",, omg congratulations i received my pin on monday currently csnt process that it happened  we did it in the middle of a pandemic huge huge huge well done from one nurse to another,congratulations pin monday process  middle nurse ,congratulation pin monday process middle nurse
1.312038745848324e+18,2020-10-02 14:36:28+00:00,['1312038745848324096'],Thank god my covid result was negative. Now I can cough and sneeze in peace,,thank god my covid result was negative now i can cough and sneeze in peace,thank god result peace ,thank god result peace
1.3109658230587187e+18,2020-09-29 15:33:03+00:00,['1310965823058718720'],Emotional day of goodbyes on my ward today 😭😭😭 gonna miss everyone so much but time to get ready for intensive care,,emotional day of goodbyes on my ward today  gonna miss everyone so much but time to get ready for intensive care,day goodbyes ward today  gonna everyone time care ,day goodbye ward today gonna everyone time care
1.3106921021043876e+18,2020-09-28 21:25:23+00:00,['1310692102104387584'],"@laurenabi_ Yeah I know, there’s nothing I can do with the information for now so I’m just going to leave it 🤣 what else can I do??? It doesn’t even say that I have had contact with covid, it just says possible!! So confused!",, yeah i know there’s nothing i can do with the information for now so i’m just going to leave it  what else can i do it doesn’t even say that i have had contact with covid it just says possible so confused,yeah i nothing i information i contact covid ,yeah nothing information contact covid
